Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
NESTLEIND,2010-01-08,2010-10-12,9.23,249.46,329.9,32245.01,44.52,Completed
NESTLEIND,2014-04-11,2014-09-08,5.0,482.96,639.98,32511.67,98.37,Completed
NESTLEIND,2015-09-03,2016-07-15,10.53,603.54,663.29,9899.84,11.52,Completed
NESTLEIND,2017-01-19,2017-06-09,4.7,591.15,666.75,12789.58,36.55,Completed
NESTLEIND,2022-03-25,2022-10-25,7.13,1716.12,2028.24,18187.54,32.98,Completed
NESTLEIND,2024-11-06,Still Holding,2.13,2275.6,2256.05,-859.12,,Holding
HINDUNILVR,2006-12-15,2008-03-18,15.3,230.75,231.55,346.7,0.28,Completed
HINDUNILVR,2010-03-11,2010-09-01,5.8,228.8,266.55,16499.12,37.76,Completed
HINDUNILVR,2014-03-03,2014-07-07,4.2,543.2,627.6,15537.55,51.95,Completed
HINDUNILVR,2015-09-23,2016-06-17,8.93,785.0,881.35,12273.88,17.08,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
M&M,2007-06-27,2008-01-04,6.37,179.81,205.94,14529.02,29.59,Completed
M&M,2008-03-14,2009-06-10,15.1,162.3,191.77,18160.81,14.39,Completed
M&M,2012-03-22,2012-08-29,5.33,343.0,385.9,12507.29,30.84,Completed
M&M,2015-03-09,2015-08-07,5.03,603.4,695.15,15205.5,40.8,Completed
M&M,2016-02-09,2016-06-08,4.0,591.6,693.15,17165.32,61.91,Completed
M&M,2016-12-27,2017-06-09,5.47,583.62,713.35,22227.45,56.32,Completed
M&M,2019-01-02,2020-12-02,23.33,741.7,753.6,1604.42,0.83,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
KOTAKBANK,2008-06-06,2009-06-29,12.93,159.6,167.81,5145.67,4.83,Completed
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
ASIANPAINT,2008-10-20,2009-07-14,8.9,96.39,116.5,20869.43,29.58,Completed
ASIANPAINT,2018-02-20,2018-05-25,3.13,1126.4,1292.35,14732.77,70.52,Completed
ASIANPAINT,2020-06-15,2020-09-30,3.57,1618.2,1986.4,22753.68,101.24,Completed
ASIANPAINT,2022-05-26,2023-07-20,14.0,2840.15,3526.0,24148.38,20.68,Completed
ASIANPAINT,2024-02-29,2024-09-30,7.13,2821.9,3329.1,17973.71,32.57,Completed
ASIANPAINT,2024-12-30,Still Holding,0.33,2288.25,2350.2,2707.31,,Holding
BHARTIARTL,2008-03-24,2009-07-01,15.47,360.68,371.43,2979.76,2.34,Completed
BHARTIARTL,2009-12-21,2010-10-04,9.57,279.48,324.32,16043.2,20.83,Completed
BHARTIARTL,2012-01-06,2013-10-18,21.7,297.91,321.52,7926.19,4.37,Completed
BHARTIARTL,2015-11-19,2016-07-05,7.63,306.02,329.77,7760.26,12.65,Completed
BHARTIARTL,2016-11-11,2017-05-15,6.17,271.64,328.19,20819.51,45.23,Completed
BHARTIARTL,2018-05-11,2019-06-07,13.07,348.43,350.52,600.69,0.56,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
ITC,2007-03-15,2007-09-28,6.57,49.1,63.27,28852.69,59.95,Completed
ITC,2008-10-08,2009-05-18,7.4,55.27,68.92,24698.43,43.75,Completed
ITC,2014-01-02,2014-05-12,4.33,209.97,239.43,14033.98,44.59,Completed
ITC,2015-05-07,2016-06-28,13.93,215.03,245.67,14245.85,12.33,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
HCLTECH,2008-01-23,2009-07-28,18.4,60.09,60.39,499.27,0.33,Completed
HCLTECH,2011-09-22,2012-04-04,6.5,95.69,127.26,32998.04,70.53,Completed
HCLTECH,2015-10-21,2017-03-17,17.1,431.52,432.88,312.85,0.22,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
TITAN,2008-04-04,2009-07-15,15.57,49.12,58.69,19487.99,14.93,Completed
TITAN,2011-12-28,2012-05-08,4.4,173.75,245.1,41064.75,158.92,Completed
TITAN,2013-09-02,2014-05-09,8.3,230.6,277.5,20338.24,31.18,Completed
TITAN,2015-07-06,2016-02-15,7.47,355.85,358.7,800.9,1.31,Completed
TITAN,2018-10-01,2019-02-12,4.47,809.75,1066.25,31676.44,111.6,Completed
TITAN,2020-03-27,2020-10-15,6.73,937.05,1213.6,29512.83,59.57,Completed
TITAN,2022-06-24,2022-11-02,4.37,2045.6,2728.45,33381.4,123.12,Completed
TITAN,2024-08-06,Still Holding,5.2,3335.1,3487.05,4556.08,,Holding
INDUSINDBK,2006-01-23,2007-01-04,11.53,53.85,56.25,4456.83,4.71,Completed
INDUSINDBK,2008-06-06,2009-06-23,12.73,70.05,89.5,27765.88,26.38,Completed
INDUSINDBK,2012-01-06,2012-02-07,1.07,240.9,302.95,25757.58,1265.56,Completed
INDUSINDBK,2014-02-13,2014-03-31,1.53,373.95,501.85,34202.43,932.17,Completed
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.8,1432.45,980.9,-31522.91,,Holding
ICICIBANK,2008-06-06,2009-07-20,13.63,139.89,142.68,1995.06,1.78,Completed
ICICIBANK,2011-08-02,2012-09-17,13.73,185.76,192.85,3812.27,3.37,Completed
ICICIBANK,2013-07-25,2014-03-28,8.2,169.97,228.95,34695.4,55.57,Completed
ICICIBANK,2015-06-12,2017-05-04,23.07,269.05,270.73,625.11,0.33,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
BAJAJFINSV,2006-12-18,2007-12-05,11.73,2554.6,2800.0,9606.2,9.98,Completed
BAJAJFINSV,2008-03-26,2018-07-20,125.6,650.0,666.4,2522.31,0.24,Completed
BAJAJFINSV,2020-05-05,2020-11-25,6.8,462.92,871.78,88320.88,210.35,Completed
BAJAJFINSV,2022-05-02,2023-09-28,17.13,1495.74,1539.7,2938.67,2.08,Completed
BAJAJFINSV,2024-08-19,2024-09-20,1.07,1551.1,1916.8,23576.82,1018.55,Completed
POWERGRID,2008-10-31,2009-04-27,5.93,39.29,54.42,38511.09,95.04,Completed
POWERGRID,2010-04-19,2011-06-30,14.57,60.5,61.59,1813.11,1.51,Completed
POWERGRID,2011-12-12,2012-03-02,2.7,54.34,63.14,16200.83,96.72,Completed
POWERGRID,2013-03-18,2014-05-12,14.0,61.17,62.72,2528.74,2.19,Completed
POWERGRID,2015-08-07,2016-04-13,8.33,78.53,81.56,3868.2,5.7,Completed
POWERGRID,2018-01-10,2019-06-27,17.77,112.42,116.83,3927.95,2.67,Completed
POWERGRID,2020-02-19,2020-12-09,9.8,105.47,108.39,2773.34,3.45,Completed
POWERGRID,2022-12-22,2023-03-21,2.97,161.25,167.36,3790.7,16.48,Completed
SUNPHARMA,2008-12-15,2009-10-13,10.07,108.47,139.4,28519.4,35.43,Completed
SUNPHARMA,2015-11-13,2021-07-30,69.53,740.6,773.95,4503.11,0.77,Completed
MARUTI,2007-04-20,2007-10-16,5.97,778.6,1184.7,52157.72,135.35,Completed
MARUTI,2008-04-07,2009-04-28,12.87,759.65,803.15,5726.32,5.41,Completed
MARUTI,2010-04-30,2010-10-26,5.97,1279.7,1566.8,22434.95,51.09,Completed
MARUTI,2011-03-15,2012-04-13,13.17,1214.15,1322.75,8944.53,8.24,Completed
MARUTI,2016-04-05,2016-08-22,4.63,3554.85,4837.75,36088.72,124.6,Completed
MARUTI,2018-10-03,2020-01-10,15.47,7246.0,7330.5,1166.16,0.92,Completed
MARUTI,2020-05-04,2020-10-06,5.17,4886.3,6892.4,41055.61,124.8,Completed
