Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
ADANIENT,2011-10-11,2014-04-10,30.4,70.31,72.02,2419.62,0.96,Completed
ADANIENT,2015-08-03,2017-03-01,19.2,46.21,53.4,15566.04,9.6,Completed
ADANIENT,2019-05-08,2019-10-25,5.67,120.9,181.3,49958.64,138.68,Completed
ADANIENT,2023-03-31,2024-01-01,9.2,1750.45,2917.2,66654.29,96.49,Completed
ADANIENT,2024-10-28,Still Holding,2.4,2798.65,2515.25,-10126.31,,Holding
ADANIPORTS,2011-02-28,2011-11-01,8.2,138.0,160.1,16014.5,24.66,Completed
ADANIPORTS,2011-12-16,2012-12-24,12.47,126.65,135.35,6869.33,6.7,Completed
ADANIPORTS,2015-11-03,2016-10-25,11.9,291.2,312.8,7417.57,7.59,Completed
ADANIPORTS,2018-06-07,2019-05-20,11.57,380.05,400.1,5275.63,5.56,Completed
ADANIPORTS,2019-12-30,2020-11-05,10.37,365.95,368.65,737.8,0.87,Completed
ADANIPORTS,2024-12-23,Still Holding,0.53,1191.8,1152.3,-3314.31,,Holding
APOLLOHOSP,2013-12-11,2014-06-05,5.87,850.4,958.15,12670.51,28.07,Completed
APOLLOHOSP,2016-06-28,2019-01-14,31.0,1319.15,1322.6,261.53,0.1,Completed
APOLLOHOSP,2022-05-11,2022-11-24,6.57,3679.65,4815.05,30856.19,64.59,Completed
ASIANPAINT,2018-02-20,2018-05-25,3.13,1126.4,1292.35,14732.77,70.52,Completed
ASIANPAINT,2020-06-15,2020-09-30,3.57,1618.2,1986.4,22753.68,101.24,Completed
ASIANPAINT,2022-05-26,2023-07-20,14.0,2840.15,3526.0,24148.38,20.68,Completed
ASIANPAINT,2024-02-29,2024-09-30,7.13,2821.9,3329.1,17973.71,32.57,Completed
ASIANPAINT,2024-12-30,Still Holding,0.3,2288.25,2334.35,2014.64,,Holding
AXISBANK,2011-06-16,2012-11-27,17.67,243.57,258.01,5928.48,4.05,Completed
AXISBANK,2013-08-01,2014-03-07,7.27,217.16,281.36,29563.45,54.29,Completed
AXISBANK,2015-10-07,2016-07-01,8.93,496.8,542.9,9279.4,12.85,Completed
AXISBANK,2017-01-20,2017-06-29,5.33,450.75,512.1,13610.64,33.79,Completed
AXISBANK,2018-06-27,2018-08-30,2.13,507.85,649.75,27941.32,307.66,Completed
AXISBANK,2020-03-17,2020-11-25,8.43,488.35,599.85,22831.98,34.54,Completed
AXISBANK,2022-05-13,2022-11-01,5.73,635.95,871.75,37078.38,95.28,Completed
AXISBANK,2025-01-08,Still Holding,0.0,1074.95,1074.95,0.0,,Holding
BAJAJ-AUTO,2012-07-17,2012-10-22,3.23,1445.05,1786.4,23622.02,122.1,Completed
BAJAJ-AUTO,2015-04-20,2015-12-04,7.6,2022.05,2472.55,22279.37,37.99,Completed
BAJAJ-AUTO,2016-03-16,2016-06-09,2.83,2250.0,2592.35,15215.56,83.71,Completed
BAJAJ-AUTO,2018-05-09,2019-03-27,10.73,2872.0,2980.1,3763.93,4.28,Completed
BAJAJ-AUTO,2020-05-07,2020-10-12,5.27,2406.55,3022.75,25605.12,69.32,Completed
BAJAJ-AUTO,2021-11-12,2022-06-06,6.87,3635.05,3817.0,5005.43,9.04,Completed
BAJAJ-AUTO,2022-12-28,2023-04-28,4.03,3586.85,4431.95,23561.07,89.31,Completed
BAJFINANCE,2011-06-24,2012-02-02,7.43,56.37,75.18,33367.8,60.21,Completed
BAJFINANCE,2020-05-06,2020-11-10,6.27,2106.25,4208.55,99812.45,283.4,Completed
BAJFINANCE,2022-05-10,2023-07-25,14.7,5928.45,7606.45,28304.19,22.91,Completed
BAJFINANCE,2024-03-04,2024-10-01,7.03,6602.45,7703.0,16668.81,30.56,Completed
BAJAJFINSV,2011-12-14,2012-04-23,4.37,39.56,68.99,74407.07,371.04,Completed
BAJAJFINSV,2013-05-15,2014-04-07,10.9,75.47,77.05,2086.79,2.33,Completed
BAJAJFINSV,2020-05-05,2020-11-25,6.8,462.92,871.78,88320.88,210.35,Completed
BAJAJFINSV,2022-05-02,2023-09-28,17.13,1495.74,1539.7,2938.67,2.08,Completed
BAJAJFINSV,2024-08-19,2024-09-20,1.07,1551.1,1916.8,23576.82,1018.55,Completed
BEL,2010-11-08,2014-06-05,43.5,17.64,18.03,2204.73,0.61,Completed
BEL,2016-05-24,2016-09-30,4.3,33.6,37.72,12250.87,38.68,Completed
BEL,2018-04-13,2021-03-01,35.1,47.5,48.65,2421.06,0.83,Completed
BPCL,2011-03-03,2011-08-17,5.57,47.57,57.12,20094.61,49.21,Completed
BPCL,2011-12-26,2012-05-21,4.9,41.74,60.48,44899.19,151.15,Completed
BPCL,2013-08-08,2014-02-14,6.33,46.0,59.3,28913.04,62.89,Completed
BPCL,2016-03-02,2016-06-07,3.23,131.1,162.71,24110.08,125.42,Completed
BPCL,2018-03-27,2019-10-07,18.63,210.38,245.32,16613.19,10.56,Completed
BPCL,2020-05-04,2021-01-08,8.3,173.95,200.07,15018.68,22.77,Completed
BPCL,2021-11-29,2023-05-08,17.5,183.73,183.85,68.04,0.05,Completed
BHARTIARTL,2012-01-06,2013-10-18,21.7,297.91,321.52,7926.19,4.37,Completed
BHARTIARTL,2015-11-19,2016-07-05,7.63,306.02,329.77,7760.26,12.65,Completed
BHARTIARTL,2016-11-11,2017-05-15,6.17,271.64,328.19,20819.51,45.23,Completed
BHARTIARTL,2018-05-11,2019-06-07,13.07,348.43,350.52,600.69,0.56,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
BRITANNIA,2011-03-03,2011-07-18,4.57,173.25,241.15,39191.92,141.34,Completed
BRITANNIA,2012-11-07,2013-04-02,4.87,234.45,264.0,12603.97,34.55,Completed
BRITANNIA,2016-03-15,2016-08-24,5.4,1379.38,1716.47,24438.6,63.66,Completed
BRITANNIA,2019-07-10,2020-01-27,6.7,2769.55,3174.2,14610.67,28.1,Completed
BRITANNIA,2021-02-17,2021-08-20,6.13,3364.0,3895.95,15813.02,33.81,Completed
BRITANNIA,2022-02-17,2022-08-29,6.43,3464.1,3707.65,7030.68,13.71,Completed
CIPLA,2011-05-19,2012-02-07,8.8,306.8,353.75,15303.13,21.76,Completed
CIPLA,2014-02-25,2014-07-25,5.0,374.75,445.65,18919.28,52.45,Completed
CIPLA,2015-11-23,2018-08-24,33.5,641.45,651.2,1519.99,0.55,Completed
CIPLA,2019-01-11,2020-05-08,16.1,510.2,591.9,16013.33,11.88,Completed
COALINDIA,2011-12-08,2012-07-30,7.83,313.5,355.8,13492.82,21.72,Completed
COALINDIA,2013-03-11,2014-05-21,14.53,320.4,370.9,15761.55,13.04,Completed
COALINDIA,2015-11-04,2023-11-13,97.7,330.45,349.35,5719.47,0.7,Completed
COALINDIA,2024-12-26,Still Holding,0.43,386.6,380.35,-1616.66,,Holding
DRREDDY,2011-07-06,2012-02-01,7.0,305.78,335.28,9647.46,17.36,Completed
DRREDDY,2016-01-19,2016-12-08,10.8,583.1,642.34,10159.5,11.52,Completed
DRREDDY,2017-01-13,2020-01-17,36.63,595.95,606.87,1832.37,0.6,Completed
DRREDDY,2021-11-24,2023-03-31,16.4,919.61,924.55,537.18,0.4,Completed
EICHERMOT,2018-02-21,2021-01-08,35.07,2736.57,2760.85,887.06,0.31,Completed
EICHERMOT,2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
EICHERMOT,2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
GRASIM,2011-07-27,2011-12-29,5.17,334.28,388.13,16107.37,42.15,Completed
GRASIM,2013-06-14,2014-04-07,9.9,428.99,439.31,2404.5,2.96,Completed
GRASIM,2018-04-24,2021-02-01,33.8,1076.12,1121.19,4188.26,1.49,Completed
GRASIM,2022-05-31,2022-11-14,5.57,1422.94,1741.58,22392.54,55.52,Completed
HCLTECH,2011-09-22,2012-04-04,6.5,95.69,127.26,32998.04,70.53,Completed
HCLTECH,2015-10-21,2017-03-17,17.1,431.52,432.88,312.85,0.22,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
HDFCBANK,2011-12-20,2012-03-27,3.27,207.1,259.42,25265.56,131.41,Completed
HDFCBANK,2013-08-29,2014-03-14,6.57,286.02,366.08,27987.07,57.96,Completed
HDFCBANK,2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2018-10-12,2019-06-27,8.6,373.25,455.15,21942.4,32.4,Completed
HDFCLIFE,2020-05-05,2020-12-04,7.1,477.55,643.25,34697.94,66.6,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HEROMOTOCO,2011-02-03,2011-08-16,6.47,1563.75,1890.3,20882.5,42.88,Completed
HEROMOTOCO,2012-10-03,2013-09-11,11.43,1849.7,2090.35,13010.23,13.9,Completed
HEROMOTOCO,2015-05-04,2015-12-29,7.97,2389.55,2731.9,14326.96,22.69,Completed
HEROMOTOCO,2018-02-06,2021-02-17,36.9,3541.85,3584.0,1190.05,0.39,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.0,4138.1,4138.1,0.0,,Holding
HINDALCO,2011-06-08,2014-07-17,37.83,183.65,188.65,2722.57,0.87,Completed
HINDALCO,2015-01-16,2016-08-05,18.9,138.55,143.7,3717.07,2.38,Completed
HINDALCO,2018-07-23,2020-11-11,28.07,196.15,204.05,4027.53,1.73,Completed
HINDUNILVR,2014-03-03,2014-07-07,4.2,543.2,627.6,15537.55,51.95,Completed
HINDUNILVR,2015-09-23,2016-06-17,8.93,785.0,881.35,12273.88,17.08,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2011-08-02,2012-09-17,13.73,185.76,192.85,3812.27,3.37,Completed
ICICIBANK,2013-07-25,2014-03-28,8.2,169.97,228.95,34695.4,55.57,Completed
ICICIBANK,2015-06-12,2017-05-04,23.07,269.05,270.73,625.11,0.33,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ITC,2014-01-02,2014-05-12,4.33,209.97,239.43,14033.98,44.59,Completed
ITC,2015-05-07,2016-06-28,13.93,215.03,245.67,14245.85,12.33,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
INDUSINDBK,2012-01-06,2012-02-07,1.07,240.9,302.95,25757.58,1265.56,Completed
INDUSINDBK,2014-02-13,2014-03-31,1.53,373.95,501.85,34202.43,932.17,Completed
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.77,1432.45,981.05,-31512.44,,Holding
INFY,2011-06-02,2012-02-17,8.67,350.38,368.48,5164.02,7.32,Completed
INFY,2012-07-18,2013-01-29,6.5,272.36,349.88,28459.32,59.8,Completed
INFY,2016-09-23,2018-01-16,16.0,521.28,561.42,7702.26,5.8,Completed
INFY,2020-04-01,2020-08-12,4.43,602.8,954.95,58419.05,253.46,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
JSWSTEEL,2011-02-25,2013-01-18,23.1,86.43,86.98,636.36,0.33,Completed
JSWSTEEL,2013-06-24,2013-12-05,5.47,67.46,93.25,38222.66,105.53,Completed
JSWSTEEL,2015-01-19,2015-12-17,11.07,97.67,104.78,7285.1,8.04,Completed
JSWSTEEL,2019-02-04,2020-02-19,12.67,273.5,280.85,2687.39,2.58,Completed
JSWSTEEL,2020-04-27,2020-10-01,5.23,157.3,282.05,79307.05,288.66,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
