Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
BAJAJHLDNG,2013-07-05,2014-01-24,6.77,775.85,936.3,20680.55,40.21,Completed
BAJAJHLDNG,2018-05-14,2018-08-13,3.03,2614.4,2986.7,14240.36,70.57,Completed
BAJAJHLDNG,2020-03-17,2020-12-10,8.93,2657.1,3048.75,14739.75,20.59,Completed
BANKBARODA,2011-06-23,2012-12-27,18.43,169.55,171.92,1397.81,0.92,Completed
BANKBARODA,2013-06-12,2014-04-21,10.43,130.35,157.16,20567.7,24.37,Completed
BANKBARODA,2015-05-18,2016-08-30,15.67,162.0,164.15,1327.16,1.03,Completed
BANKBARODA,2017-09-27,2022-09-12,60.37,138.5,138.85,252.71,0.05,Completed
BANKBARODA,2024-10-15,Still Holding,2.9,243.81,225.4,-7550.96,,Holding
BEL,2010-11-08,2014-06-05,43.5,17.64,18.03,2204.73,0.61,Completed
BEL,2016-05-24,2016-09-30,4.3,33.6,37.72,12250.87,38.68,Completed
BEL,2018-04-13,2021-03-01,35.1,47.5,48.65,2421.06,0.83,Completed
BHEL,2011-01-05,2024-05-21,162.83,307.38,319.2,3845.41,0.28,Completed
BHEL,2024-12-13,Still Holding,0.93,242.75,204.49,-15761.07,,Holding
BPCL,2011-03-03,2011-08-17,5.57,47.57,57.12,20094.61,49.21,Completed
BPCL,2011-12-26,2012-05-21,4.9,41.74,60.48,44899.19,151.15,Completed
BPCL,2013-08-08,2014-02-14,6.33,46.0,59.3,28913.04,62.89,Completed
BPCL,2016-03-02,2016-06-07,3.23,131.1,162.71,24110.08,125.42,Completed
BPCL,2018-03-27,2019-10-07,18.63,210.38,245.32,16613.19,10.56,Completed
BPCL,2020-05-04,2021-01-08,8.3,173.95,200.07,15018.68,22.77,Completed
BPCL,2021-11-29,2023-05-08,17.5,183.73,183.85,68.04,0.05,Completed
BHARTIARTL,2012-01-06,2013-10-18,21.7,297.91,321.52,7926.19,4.37,Completed
BHARTIARTL,2015-11-19,2016-07-05,7.63,306.02,329.77,7760.26,12.65,Completed
BHARTIARTL,2016-11-11,2017-05-15,6.17,271.64,328.19,20819.51,45.23,Completed
BHARTIARTL,2018-05-11,2019-06-07,13.07,348.43,350.52,600.69,0.56,Completed
BHARTIARTL,2022-07-11,2022-10-18,3.3,660.55,783.15,18560.3,87.33,Completed
BOSCHLTD,2013-08-05,2014-03-19,7.53,8574.3,9810.7,14419.84,24.3,Completed
BOSCHLTD,2015-10-30,2016-06-29,8.1,20457.5,22686.2,10894.29,16.8,Completed
BOSCHLTD,2017-11-03,2023-11-23,73.7,21047.9,21207.3,757.32,0.12,Completed
BRITANNIA,2011-03-03,2011-07-18,4.57,173.25,241.15,39191.92,141.34,Completed
BRITANNIA,2012-11-07,2013-04-02,4.87,234.45,264.0,12603.97,34.55,Completed
BRITANNIA,2016-03-15,2016-08-24,5.4,1379.38,1716.47,24438.6,63.66,Completed
BRITANNIA,2019-07-10,2020-01-27,6.7,2769.55,3174.2,14610.67,28.1,Completed
BRITANNIA,2021-02-17,2021-08-20,6.13,3364.0,3895.95,15813.02,33.81,Completed
BRITANNIA,2022-02-17,2022-08-29,6.43,3464.1,3707.65,7030.68,13.71,Completed
CANBK,2011-06-08,2024-02-05,154.17,103.57,104.05,465.12,0.04,Completed
CANBK,2024-10-25,Still Holding,2.57,94.24,92.83,-1496.18,,Holding
CHOLAFIN,2011-05-09,2012-05-07,12.13,31.35,36.0,14832.53,14.88,Completed
CHOLAFIN,2013-07-31,2014-03-27,7.97,45.25,53.88,19071.83,30.55,Completed
CHOLAFIN,2017-03-10,2017-06-29,3.7,183.07,219.24,19757.47,80.92,Completed
CHOLAFIN,2018-10-17,2019-06-07,7.77,226.18,295.42,30612.8,51.95,Completed
CHOLAFIN,2020-04-20,2020-10-30,6.43,155.75,273.25,75441.41,189.53,Completed
CIPLA,2011-05-19,2012-02-07,8.8,306.8,353.75,15303.13,21.76,Completed
CIPLA,2014-02-25,2014-07-25,5.0,374.75,445.65,18919.28,52.45,Completed
CIPLA,2015-11-23,2018-08-24,33.5,641.45,651.2,1519.99,0.55,Completed
CIPLA,2019-01-11,2020-05-08,16.1,510.2,591.9,16013.33,11.88,Completed
COALINDIA,2011-12-08,2012-07-30,7.83,313.5,355.8,13492.82,21.72,Completed
COALINDIA,2013-03-11,2014-05-21,14.53,320.4,370.9,15761.55,13.04,Completed
COALINDIA,2015-11-04,2023-11-13,97.7,330.45,349.35,5719.47,0.7,Completed
COALINDIA,2024-12-26,Still Holding,0.5,386.6,368.5,-4681.84,,Holding
DLF,2011-02-21,2012-10-05,19.73,231.9,241.9,4312.2,2.64,Completed
DLF,2013-07-11,2014-05-28,10.7,178.45,205.65,15242.36,17.51,Completed
DLF,2015-01-07,2016-06-30,18.0,134.6,149.95,11404.15,7.57,Completed
DLF,2018-06-22,2019-12-23,18.3,200.7,227.3,13253.62,8.63,Completed
DLF,2020-07-22,2020-11-26,4.23,142.7,184.45,29257.18,109.08,Completed
DLF,2022-05-13,2022-11-14,6.17,318.9,406.5,27469.43,61.42,Completed
DLF,2024-11-19,Still Holding,1.73,763.15,752.15,-1441.39,,Holding
DABUR,2011-02-14,2011-06-29,4.5,94.25,114.6,21591.51,69.65,Completed
DABUR,2011-12-02,2012-06-27,6.93,95.4,113.05,18501.05,34.7,Completed
DABUR,2016-01-15,2016-07-01,5.6,250.3,310.8,24170.99,60.06,Completed
DABUR,2017-01-20,2017-07-05,5.53,275.9,297.85,7955.79,18.33,Completed
DABUR,2019-05-16,2019-10-14,5.03,361.05,455.0,26021.33,74.9,Completed
DABUR,2022-02-18,2024-06-28,28.7,547.8,600.7,9656.81,3.99,Completed
DABUR,2025-01-06,Still Holding,0.13,504.85,517.9,2584.93,,Holding
DIVISLAB,2010-12-14,2011-06-16,6.13,300.48,390.92,30102.33,68.54,Completed
DIVISLAB,2013-04-01,2013-12-17,8.67,497.85,577.08,15913.43,23.04,Completed
DIVISLAB,2017-01-25,2017-10-27,9.17,673.3,871.1,29377.69,40.76,Completed
DIVISLAB,2022-02-25,2024-05-27,27.4,4138.35,4255.25,2824.79,1.24,Completed
DRREDDY,2011-07-06,2012-02-01,7.0,305.78,335.28,9647.46,17.36,Completed
DRREDDY,2016-01-19,2016-12-08,10.8,583.1,642.34,10159.5,11.52,Completed
DRREDDY,2017-01-13,2020-01-17,36.63,595.95,606.87,1832.37,0.6,Completed
DRREDDY,2021-11-24,2023-03-31,16.4,919.61,924.55,537.18,0.4,Completed
EICHERMOT,2018-02-21,2021-01-08,35.07,2736.57,2760.85,887.06,0.31,Completed
EICHERMOT,2022-03-25,2022-07-25,4.07,2336.85,3086.7,32088.06,129.93,Completed
EICHERMOT,2023-03-27,2023-11-03,7.37,2885.55,3428.0,18798.84,32.91,Completed
GAIL,2011-05-19,2014-05-19,36.53,80.28,80.6,397.05,0.13,Completed
GAIL,2015-03-23,2016-05-10,13.8,71.94,73.41,2032.84,1.79,Completed
GAIL,2019-02-11,2021-06-07,28.23,109.47,112.23,2527.4,1.08,Completed
GAIL,2021-12-14,2023-03-01,14.73,90.2,103.4,14634.15,11.94,Completed
GAIL,2025-01-10,Still Holding,0.0,179.58,179.58,0.0,,Holding
GODREJCP,2014-01-22,2014-08-05,6.5,255.83,279.78,9361.56,18.24,Completed
GODREJCP,2019-03-25,2020-01-15,9.87,689.55,762.45,10572.12,13.19,Completed
GODREJCP,2020-04-27,2020-09-28,5.13,536.95,713.25,32833.59,96.0,Completed
GODREJCP,2022-02-17,2023-01-16,11.1,832.95,924.25,10961.04,12.08,Completed
GODREJCP,2024-12-27,Still Holding,0.47,1067.8,1174.3,9973.78,,Holding
GRASIM,2011-07-27,2011-12-29,5.17,334.28,388.13,16107.37,42.15,Completed
GRASIM,2013-06-14,2014-04-07,9.9,428.99,439.31,2404.5,2.96,Completed
GRASIM,2018-04-24,2021-02-01,33.8,1076.12,1121.19,4188.26,1.49,Completed
GRASIM,2022-05-31,2022-11-14,5.57,1422.94,1741.58,22392.54,55.52,Completed
HCLTECH,2011-09-22,2012-04-04,6.5,95.69,127.26,32998.04,70.53,Completed
HCLTECH,2015-10-21,2017-03-17,17.1,431.52,432.88,312.85,0.22,Completed
HCLTECH,2022-05-13,2023-01-27,8.63,1052.15,1115.6,6030.5,8.6,Completed
HDFCBANK,2011-12-20,2012-03-27,3.27,207.1,259.42,25265.56,131.41,Completed
HDFCBANK,2013-08-29,2014-03-14,6.57,286.02,366.08,27987.07,57.96,Completed
HDFCBANK,2020-04-08,2020-10-15,6.33,888.9,1169.25,31538.98,69.32,Completed
HDFCBANK,2022-03-09,2022-11-10,8.2,1371.15,1524.75,11202.27,17.06,Completed
HDFCBANK,2023-09-26,2024-08-01,10.33,1537.65,1638.8,6578.22,7.79,Completed
HDFCLIFE,2018-10-12,2019-06-27,8.6,373.25,455.15,21942.4,32.4,Completed
HDFCLIFE,2020-05-05,2020-12-04,7.1,477.55,643.25,34697.94,66.6,Completed
HDFCLIFE,2022-02-04,2023-07-18,17.63,624.35,656.55,5157.37,3.53,Completed
HDFCLIFE,2024-02-28,2024-09-06,6.37,580.6,738.4,27178.79,58.32,Completed
HAVELLS,2015-06-17,2016-03-29,9.53,270.45,302.1,11702.71,15.17,Completed
HAVELLS,2019-11-19,2020-09-30,10.53,665.75,677.85,1817.5,2.1,Completed
HEROMOTOCO,2011-02-03,2011-08-16,6.47,1563.75,1890.3,20882.5,42.88,Completed
HEROMOTOCO,2012-10-03,2013-09-11,11.43,1849.7,2090.35,13010.23,13.9,Completed
HEROMOTOCO,2015-05-04,2015-12-29,7.97,2389.55,2731.9,14326.96,22.69,Completed
HEROMOTOCO,2018-02-06,2021-02-17,36.9,3541.85,3584.0,1190.05,0.39,Completed
HEROMOTOCO,2021-07-12,2022-08-17,13.37,2898.2,2913.45,526.19,0.48,Completed
HEROMOTOCO,2023-02-27,2023-07-25,4.93,2437.55,3140.3,28830.18,86.78,Completed
HEROMOTOCO,2025-01-08,Still Holding,0.07,4138.1,4122.2,-384.23,,Holding
HINDALCO,2011-06-08,2014-07-17,37.83,183.65,188.65,2722.57,0.87,Completed
HINDALCO,2015-01-16,2016-08-05,18.9,138.55,143.7,3717.07,2.38,Completed
HINDALCO,2018-07-23,2020-11-11,28.07,196.15,204.05,4027.53,1.73,Completed
HAL,2019-01-21,2019-11-05,9.6,388.27,391.42,811.28,1.03,Completed
HAL,2020-04-24,2020-08-24,4.07,266.5,598.5,124577.86,1025.18,Completed
HAL,2025-01-08,Still Holding,0.07,4109.8,4000.5,-2659.49,,Holding
HINDUNILVR,2014-03-03,2014-07-07,4.2,543.2,627.6,15537.55,51.95,Completed
HINDUNILVR,2015-09-23,2016-06-17,8.93,785.0,881.35,12273.88,17.08,Completed
HINDUNILVR,2016-12-23,2017-05-12,4.67,789.5,980.2,24154.53,75.78,Completed
HINDUNILVR,2022-02-08,2022-08-16,6.3,2264.35,2644.5,16788.48,34.95,Completed
HINDUNILVR,2023-11-13,2024-08-23,9.47,2478.15,2815.6,13617.02,17.83,Completed
ICICIBANK,2011-08-02,2012-09-17,13.73,185.76,192.85,3812.27,3.37,Completed
ICICIBANK,2013-07-25,2014-03-28,8.2,169.97,228.95,34695.4,55.57,Completed
ICICIBANK,2015-06-12,2017-05-04,23.07,269.05,270.73,625.11,0.33,Completed
ICICIBANK,2018-06-26,2018-11-05,4.4,288.1,349.65,21364.1,70.81,Completed
ICICIBANK,2020-05-18,2020-11-20,6.2,298.5,480.2,60871.03,154.21,Completed
ICICIBANK,2022-06-10,2022-08-24,2.5,720.0,873.3,21291.66,155.85,Completed
ICICIGI,2022-01-27,2023-07-28,18.23,1373.2,1373.75,40.06,0.03,Completed
ICICIPRULI,2017-12-11,2018-06-08,5.97,372.9,420.45,12751.41,27.73,Completed
ICICIPRULI,2018-09-21,2019-06-10,8.73,338.75,379.0,11881.92,16.93,Completed
ICICIPRULI,2022-02-08,2023-07-25,17.73,515.9,577.0,11843.38,7.98,Completed
ITC,2014-01-02,2014-05-12,4.33,209.97,239.43,14033.98,44.59,Completed
ITC,2015-05-07,2016-06-28,13.93,215.03,245.67,14245.85,12.33,Completed
ITC,2017-11-16,2018-05-18,6.1,255.1,282.3,10662.48,22.39,Completed
ITC,2019-02-12,2022-05-19,39.73,275.3,275.65,127.14,0.04,Completed
ITC,2024-02-29,2024-08-09,5.4,406.3,495.9,22052.67,56.67,Completed
IOC,2011-02-18,2013-01-18,23.33,53.83,58.22,8142.42,4.17,Completed
IOC,2013-07-19,2014-03-25,8.3,37.56,43.62,16152.65,24.54,Completed
IOC,2015-02-24,2015-07-03,4.3,54.8,69.53,26885.65,96.16,Completed
IOC,2018-01-15,2023-12-28,72.43,130.28,133.25,2277.08,0.38,Completed
IOC,2024-11-08,Still Holding,2.1,140.34,130.28,-7168.3,,Holding
IRCTC,2022-06-06,2023-09-11,15.4,657.9,717.4,9043.93,7.08,Completed
IRCTC,2024-10-16,Still Holding,2.87,892.6,779.15,-12710.06,,Holding
IRFC,2022-02-21,2022-11-22,9.13,22.05,28.95,31292.53,43.72,Completed
IRFC,2025-01-10,Still Holding,0.0,135.71,135.71,0.0,,Holding
INDUSINDBK,2012-01-06,2012-02-07,1.07,240.9,302.95,25757.58,1265.56,Completed
INDUSINDBK,2014-02-13,2014-03-31,1.53,373.95,501.85,34202.43,932.17,Completed
INDUSINDBK,2019-01-17,2023-12-14,59.73,1523.0,1551.7,1884.44,0.38,Completed
INDUSINDBK,2024-07-19,Still Holding,5.83,1432.45,937.6,-34545.71,,Holding
NAUKRI,2011-12-20,2012-05-25,5.23,292.2,373.65,27874.74,77.12,Completed
NAUKRI,2013-01-17,2013-04-02,2.5,342.0,375.85,9897.66,58.3,Completed
NAUKRI,2013-06-25,2013-12-05,5.43,310.05,439.75,41831.97,118.71,Completed
NAUKRI,2015-05-08,2016-08-08,15.27,731.3,872.25,19273.9,15.08,Completed
NAUKRI,2017-04-19,2017-07-05,2.57,826.4,1024.55,23977.49,176.99,Completed
NAUKRI,2018-07-02,2018-08-27,1.87,1194.7,1595.85,33577.47,559.95,Completed
NAUKRI,2022-03-07,2023-07-13,16.43,4287.9,4625.5,7873.32,5.77,Completed
INFY,2011-06-02,2012-02-17,8.67,350.38,368.48,5164.02,7.32,Completed
INFY,2012-07-18,2013-01-29,6.5,272.36,349.88,28459.32,59.8,Completed
INFY,2016-09-23,2018-01-16,16.0,521.28,561.42,7702.26,5.8,Completed
INFY,2020-04-01,2020-08-12,4.43,602.8,954.95,58419.05,253.46,Completed
INFY,2022-05-26,2023-02-09,8.63,1423.95,1617.0,13557.36,19.62,Completed
INFY,2023-04-21,2023-12-06,7.63,1227.35,1474.3,20120.59,33.94,Completed
INDIGO,2016-09-09,2017-04-27,7.67,863.45,1119.55,29660.09,51.01,Completed
INDIGO,2018-08-08,2019-03-05,6.97,1029.25,1186.15,15244.11,28.12,Completed
INDIGO,2020-03-04,2020-11-03,8.13,1201.05,1370.25,14087.67,21.79,Completed
INDIGO,2022-05-11,2023-01-05,7.97,1678.9,2037.55,21362.2,34.4,Completed
JSWENERGY,2010-12-21,2014-12-19,48.63,97.9,102.1,4290.09,1.06,Completed
JSWENERGY,2015-08-19,2017-09-12,25.17,75.2,77.25,2726.07,1.31,Completed
JSWENERGY,2018-06-13,2021-01-12,31.47,73.75,74.85,1491.52,0.57,Completed
JSWENERGY,2022-05-31,2023-08-18,14.8,276.65,362.35,30977.77,24.84,Completed
JSWSTEEL,2011-02-25,2013-01-18,23.1,86.43,86.98,636.36,0.33,Completed
JSWSTEEL,2013-06-24,2013-12-05,5.47,67.46,93.25,38222.66,105.53,Completed
JSWSTEEL,2015-01-19,2015-12-17,11.07,97.67,104.78,7285.1,8.04,Completed
JSWSTEEL,2019-02-04,2020-02-19,12.67,273.5,280.85,2687.39,2.58,Completed
JSWSTEEL,2020-04-27,2020-10-01,5.23,157.3,282.05,79307.05,288.66,Completed
JSWSTEEL,2022-01-11,2022-11-22,10.5,645.7,708.25,9687.16,11.31,Completed
JINDALSTEL,2011-05-09,2023-07-25,148.67,638.15,664.7,4160.46,0.33,Completed
JIOFIN,2024-11-21,Still Holding,1.67,314.2,280.55,-10709.75,,Holding
KOTAKBANK,2016-03-01,2016-05-13,2.43,638.45,708.25,10932.73,68.0,Completed
KOTAKBANK,2020-05-07,2020-11-12,6.3,1199.8,1754.75,46253.54,108.38,Completed
KOTAKBANK,2021-07-23,2021-10-28,3.23,1722.95,2098.5,21796.92,110.01,Completed
KOTAKBANK,2022-04-07,2022-11-11,7.27,1766.45,1899.1,7509.41,12.89,Completed
KOTAKBANK,2023-03-17,2024-10-01,18.8,1693.1,1879.4,11003.49,6.99,Completed
LTIM,2019-08-02,2020-01-28,5.97,1514.95,1948.1,28591.71,66.99,Completed
LTIM,2022-05-19,2023-03-31,10.53,3991.85,4759.65,19234.18,22.53,Completed
LTIM,2024-05-31,2024-10-08,4.33,4701.9,6376.8,35621.77,135.26,Completed
LT,2011-03-10,2012-09-21,18.7,690.76,704.56,1997.81,1.3,Completed
LT,2013-06-12,2014-02-28,8.7,620.71,739.77,19180.51,27.81,Completed
LT,2015-10-30,2016-07-15,8.63,940.5,1057.23,12411.83,17.93,Completed
LT,2018-10-08,2018-12-19,2.4,1215.35,1434.75,18052.42,131.94,Completed
LT,2019-12-26,2020-12-18,11.93,1279.3,1281.55,175.88,0.18,Completed
LT,2022-06-07,2022-11-01,4.9,1589.45,2024.45,27367.96,82.33,Completed
LICI,2023-03-10,2023-12-14,9.3,595.5,815.25,36901.76,50.82,Completed
LICI,2025-01-02,Still Holding,0.27,902.35,839.5,-6965.14,,Holding
LODHA,2022-05-26,2023-07-12,13.73,439.55,683.3,55454.44,47.82,Completed
M&M,2012-03-22,2012-08-29,5.33,343.0,385.9,12507.29,30.84,Completed
M&M,2015-03-09,2015-08-07,5.03,603.4,695.15,15205.5,40.8,Completed
M&M,2016-02-09,2016-06-08,4.0,591.6,693.15,17165.32,61.91,Completed
M&M,2016-12-27,2017-06-09,5.47,583.62,713.35,22227.45,56.32,Completed
M&M,2019-01-02,2020-12-02,23.33,741.7,753.6,1604.42,0.83,Completed
M&M,2021-09-15,2022-01-28,4.5,755.1,869.65,15170.18,46.5,Completed
MARUTI,2011-03-15,2012-04-13,13.17,1214.15,1322.75,8944.53,8.24,Completed
MARUTI,2016-04-05,2016-08-22,4.63,3554.85,4837.75,36088.72,124.6,Completed
MARUTI,2018-10-03,2020-01-10,15.47,7246.0,7330.5,1166.16,0.92,Completed
MARUTI,2020-05-04,2020-10-06,5.17,4886.3,6892.4,41055.61,124.8,Completed
MARUTI,2021-09-21,2021-11-08,1.6,6777.0,7684.6,13392.36,160.05,Completed
MARUTI,2023-03-24,2023-06-14,2.73,8242.9,9532.5,15644.97,90.98,Completed
MARUTI,2024-11-29,Still Holding,1.4,11074.2,11631.1,5028.8,,Holding
NHPC,2011-01-14,2013-01-29,24.87,26.95,27.1,556.58,0.27,Completed
NHPC,2013-06-24,2014-04-15,9.83,18.1,20.2,11602.21,14.55,Completed
NHPC,2014-12-16,2016-02-16,14.23,18.55,20.15,8625.34,7.33,Completed
NHPC,2017-10-23,2020-01-27,27.53,27.45,27.75,1092.89,0.48,Completed
NHPC,2020-03-17,2020-12-18,9.2,18.2,22.6,24175.82,33.16,Completed
